Agency type,Agency,Population,Total Offenses,Crimes Against Persons,Crimes Against Property,Crimes Against Society,"Assault
Offenses","Aggravated
Assault","Simple
Assault",Intimidation,"Homicide
Offenses","Murder and
Nonnegligent
Manslaughter","Negligent
Man-
slaughter","Justifiable
Homicide","Human
Trafficking
Offenses","Commercial
Sex Acts","Involuntary
Servitude","Kidnapping/
Abduction","Sex
Offenses",Rape,Sodomy,"Sexual
Assault
With an
Object","Criminal
Sexual
Contact2",Incest,"Statutory
Rape",Arson,Bribery,"Burglary/
Breaking &
Entering","Counterfiting/
Forgery","Destruction/
Damage/
Vandalism
of Property",Embezzlement,"Extortion/
Blackmail","Fraud
Offenses","False
Pretenses/
Swindle/
Confidence
Game","Credit
Card/
Automated
Teller
Machine
Fraud",Impersonation,"Welfare
Fraud","Wire
Fraud","Identity 
Theft","Hacking/
Computer 
Invasion","Larceny/
Theft
Offenses",Pocketpicking,Purse snatching,"Shop 
lifting","Theft
From
Building","Theft
From
Coin Op-
erated
Machine
or Device","Theft
From
Motor
Vehicle","Theft of 
Motor 
Vehicle
Parts or
Acces-
sories","All
Other
Larceny","Motor
Vehicle
Theft",Robbery,"Stolen
Property
Offenses","Animal 
Cruelty","Drug/
Narcotic
Offenses","Drug/
Narcotic
Violations","Drug
Equipment
Violations","Gambling
Offenses","Betting/
Wagering","Operating/
Promoting/
Assisting
Gambling","Gambling
Equipment
Violations","Sports
Tampering","Pornography/
Obscene
Material","Prostitution
Offenses",Prostitution,"Assisting or
Promoting
Prostitution","Purchasing
Prostitution","Weapon
Law
Violations"
,McKinney,212716,4733,1199,3080,454,1120,156,885,79,5,5,0,0,0,0,0,8,66,20,19,1,26,0,0,7,0,169,80,505,9,1,494,97,183,1,0,0,207,6,1548,3,16,444,19,1,290,149,626,227,24,16,2,366,340,26,0,0,0,0,0,19,0,0,0,0,67
,Meadows Place,4598,175,20,132,23,19,1,15,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,8,1,9,0,0,8,1,6,1,0,0,0,0,93,0,0,57,0,0,16,2,18,13,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,6
,Melissa,22495,265,72,115,78,71,7,56,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,10,0,0,17,12,2,1,0,0,2,0,69,0,0,6,5,0,9,0,49,3,0,0,0,73,46,27,0,0,0,0,0,0,0,0,0,0,5
,Memorial Villages,11121,187,12,143,32,11,1,10,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,19,0,0,46,43,3,0,0,0,0,0,67,0,0,3,0,0,33,0,31,0,0,0,0,19,14,5,0,0,0,0,0,0,0,0,0,0,13
,Mercedes,16949,1424,446,826,152,425,63,245,117,0,0,0,0,0,0,0,0,21,11,5,1,4,0,0,3,0,39,10,174,1,0,50,1,24,25,0,0,0,0,495,10,4,200,19,1,50,11,200,40,13,1,7,132,35,97,0,0,0,0,0,3,0,0,0,0,10
,Meridian,1427,29,13,9,7,12,1,8,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,3,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0
,Merkel,2409,35,10,19,6,7,3,3,1,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,1,2,6,0,0,2,0,1,0,0,0,1,0,6,0,0,1,0,0,2,0,3,2,0,0,0,5,2,3,0,0,0,0,0,1,0,0,0,0,0
,Mesquite,147926,12014,2953,7302,1759,2848,549,1910,389,9,5,1,3,0,0,0,19,77,38,10,7,22,0,0,10,2,437,76,831,52,5,588,159,163,2,0,112,149,3,3644,1,0,1195,344,3,1297,258,546,1369,153,135,2,1149,685,464,4,0,4,0,0,0,2,1,1,0,602
,Mexia,6858,204,80,90,34,71,25,33,13,0,0,0,0,0,0,0,1,8,2,1,0,5,0,0,1,0,16,1,12,0,0,13,5,6,2,0,0,0,0,38,0,0,4,3,0,11,0,20,5,3,1,1,23,23,0,0,0,0,0,0,1,0,0,0,0,9
,Midland,135253,7744,2785,3691,1268,2654,445,2021,188,7,7,0,0,0,0,0,26,98,78,5,3,12,0,0,4,1,368,109,727,0,0,215,39,78,95,1,2,0,0,1862,1,0,1,0,21,494,9,1336,358,45,2,0,1060,927,133,0,0,0,0,0,1,14,14,0,0,193
,Midlothian,40287,1506,401,732,373,385,32,308,45,0,0,0,0,0,0,0,3,13,6,1,0,6,0,0,3,0,30,10,141,11,0,135,38,35,0,0,2,59,1,367,5,0,106,31,1,107,19,98,31,4,0,2,330,209,121,0,0,0,0,0,6,3,0,0,3,32
,Miles,924,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Milford,748,23,7,2,14,7,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,8,8,0,0,0,0,0,0,0,0,0,0,0,6
,Mineola,5093,283,45,117,121,42,7,28,7,0,0,0,0,0,0,0,1,2,1,0,0,1,0,0,0,0,4,2,11,0,0,8,1,4,3,0,0,0,0,88,1,0,46,3,0,5,1,32,3,1,0,4,108,57,51,0,0,0,0,0,8,0,0,0,0,1
,Mineral Wells,15347,992,255,682,55,231,31,158,42,0,0,0,0,0,0,0,2,22,22,0,0,0,0,0,2,0,145,24,149,0,0,29,0,18,10,1,0,0,0,283,0,0,11,0,0,0,0,272,46,4,0,0,42,32,10,0,0,0,0,0,1,2,1,1,0,10
,Mission,87031,3588,1323,1510,755,1264,137,740,387,1,1,0,0,0,0,0,5,53,19,8,0,26,0,0,5,0,100,36,136,24,10,292,64,73,12,4,13,121,5,851,1,0,60,7,2,152,19,610,43,12,1,9,707,452,255,0,0,0,0,0,4,0,0,0,0,35
,Missouri City,77560,1864,621,990,253,577,83,439,55,1,1,0,0,0,0,0,3,40,22,6,0,12,0,0,4,0,48,15,126,18,1,56,6,18,0,0,8,24,0,559,0,4,233,7,1,142,25,147,91,21,51,0,167,142,25,0,0,0,0,0,0,10,8,2,0,76
,Monahans,7073,326,110,175,41,99,30,60,9,0,0,0,0,0,0,0,0,11,5,0,1,5,0,0,3,0,28,1,24,0,0,15,5,5,0,0,0,5,0,86,1,1,4,7,0,27,2,44,16,2,0,0,33,33,0,0,0,0,0,0,0,0,0,0,0,8
,Mont Belvieu,9539,456,95,268,93,88,14,46,28,0,0,0,0,0,0,0,1,6,4,0,2,0,0,0,0,1,16,13,39,0,0,25,15,10,0,0,0,0,0,146,1,2,0,0,0,25,1,117,28,0,0,1,73,65,8,0,0,0,0,0,2,2,2,0,0,15
,Montgomery,2700,157,23,55,79,21,1,18,2,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,2,5,3,0,0,3,2,0,0,0,0,1,0,39,0,0,11,4,0,5,0,19,3,0,0,0,60,40,20,0,0,0,0,0,0,0,0,0,0,19
,Morgans Point Resort,4829,101,20,34,47,18,1,12,5,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,3,2,8,0,0,5,3,1,1,0,0,0,0,15,1,0,0,1,0,4,1,8,1,0,0,0,43,34,9,0,0,0,0,0,0,0,0,0,0,4
,Moulton,856,5,3,2,0,2,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Mount Enterprise,508,11,2,1,8,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,1,0,0,0,0,0,0,0,0,0,0,1
,Mount Pleasant,15970,1042,228,485,329,206,54,110,42,4,3,1,0,0,0,0,0,18,11,1,0,6,0,0,1,0,31,32,66,0,1,75,52,18,0,1,1,3,0,250,3,0,97,2,1,43,3,101,23,5,1,3,258,258,0,0,0,0,0,0,13,0,0,0,0,55
,Mount Vernon,2565,65,24,26,15,22,2,20,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,4,6,2,0,0,2,1,1,0,0,0,0,0,10,0,0,0,0,1,2,0,7,2,0,0,0,12,10,2,0,0,0,0,0,1,0,0,0,0,2
,Muleshoe,5016,87,45,35,7,42,4,24,14,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,12,1,7,0,0,4,1,2,0,0,0,0,1,9,0,0,0,0,0,0,0,9,2,0,0,2,3,2,1,0,0,0,0,0,1,0,0,0,0,1
,Murphy,21218,377,143,189,45,134,7,92,35,2,2,0,0,0,0,0,1,6,3,2,0,1,0,0,0,0,9,4,9,0,2,52,9,10,7,0,0,25,1,112,0,0,49,0,0,17,1,45,1,0,0,0,37,33,4,0,0,0,0,0,1,0,0,0,0,7
,Nacogdoches,31936,2010,668,802,540,623,42,512,69,4,4,0,0,0,0,0,9,32,25,1,0,6,0,0,1,0,73,29,130,0,0,91,30,44,3,0,2,12,0,401,0,2,145,0,0,67,5,182,49,12,16,0,467,439,28,2,1,1,0,0,1,1,0,0,1,69
,Nash,4352,110,29,41,40,24,9,14,1,4,4,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,2,5,7,0,0,1,1,0,0,0,0,0,0,24,0,0,0,0,0,4,0,20,0,1,0,0,34,34,0,0,0,0,0,0,0,0,0,0,0,6
,Nassau Bay,5086,266,46,161,59,38,4,27,7,0,0,0,0,0,0,0,0,8,5,1,0,2,0,0,0,0,26,8,38,0,1,12,0,2,0,0,1,9,0,68,0,1,3,8,0,13,9,34,8,0,0,1,54,43,11,0,0,0,0,0,0,0,0,0,0,4
,Natalia,1363,49,15,20,14,14,6,8,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,0,6,0,0,2,1,0,0,0,0,1,0,7,0,0,6,0,0,1,0,0,2,0,0,0,12,10,2,0,0,0,0,0,0,0,0,0,0,2
,Navasota,8784,680,227,250,203,203,56,125,22,1,1,0,0,0,0,0,7,16,13,0,0,3,0,0,0,0,28,6,51,0,0,2,2,0,0,0,0,0,0,146,0,0,0,0,0,34,0,112,10,6,1,0,172,120,52,0,0,0,0,0,2,0,0,0,0,29
,Nederland,17881,686,210,358,118,197,35,95,67,0,0,0,0,0,0,0,1,12,9,0,0,3,0,0,0,0,27,14,68,0,0,53,21,31,1,0,0,0,0,172,0,0,0,0,0,30,2,140,19,5,0,0,95,95,0,0,0,0,0,0,2,6,6,0,0,15
,Needville,3093,61,23,34,4,20,3,13,4,1,1,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,1,0,0,4,0,2,2,0,0,0,0,29,0,0,1,0,0,19,1,8,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2
,New Boston,4515,322,75,214,33,73,11,47,15,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,2,0,23,11,28,1,0,20,0,12,0,0,0,8,0,117,1,1,10,2,0,23,0,80,10,1,1,0,31,14,17,0,0,0,0,0,0,0,0,0,0,2
,New Braunfels,111942,4184,1071,2178,935,1037,117,882,38,1,0,1,0,0,0,0,1,32,12,5,5,10,0,0,1,0,182,80,385,5,2,264,134,45,1,0,0,83,1,1032,1,1,211,4,1,279,26,509,194,24,9,1,798,563,235,0,0,0,0,0,14,4,4,0,0,118
,New London,984,17,4,8,5,2,2,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,5,2,3,0,0,0,0,0,0,0,0,0,0,0
,Newton,1571,46,13,31,2,11,7,4,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,12,1,5,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,12,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
,Nolanville,7164,157,52,80,25,46,6,26,14,1,1,0,0,0,0,0,0,5,1,1,0,3,0,0,0,0,17,0,12,0,0,5,5,0,0,0,0,0,0,32,0,0,2,2,0,10,1,17,11,1,2,2,20,18,2,0,0,0,0,0,0,0,0,0,0,3
,Northeast,4132,25,3,7,15,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,3,1,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,2
,Northlake,11186,302,81,174,47,70,8,43,19,1,1,0,0,0,0,0,4,6,3,1,0,2,0,0,0,1,14,5,16,0,0,50,28,6,2,0,1,10,3,68,0,0,1,4,0,25,2,36,18,2,0,2,35,35,0,0,0,0,0,0,1,0,0,0,0,9
,North Richland Hills,70853,3644,795,2146,703,736,90,534,112,1,1,0,0,0,0,0,12,46,29,2,1,14,0,0,3,0,171,68,147,4,0,310,231,60,13,1,4,0,1,1245,1,0,459,18,0,250,66,451,173,21,4,2,613,311,302,0,0,0,0,0,23,1,0,0,1,64
,"Oak Ridge, Kaufman County",1307,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Oak Ridge North,2968,203,32,83,88,32,2,25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,0,0,11,0,0,10,0,1,0,0,47,0,0,12,3,0,13,6,13,9,0,1,0,71,61,10,0,0,0,0,0,0,0,0,0,0,17
,Odem,2246,5,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
,Odessa,111922,6601,2616,2985,1000,2524,346,2073,105,9,7,2,0,2,2,0,4,77,38,4,0,35,0,0,13,1,284,99,536,0,0,211,50,84,6,0,0,69,2,1491,2,3,345,74,6,465,56,540,278,50,22,2,781,616,165,0,0,0,0,0,9,11,10,0,1,197
,Olmos Park,2158,159,5,82,72,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,24,0,0,13,3,3,5,0,1,1,0,29,0,0,8,0,0,1,0,20,3,1,0,0,68,50,18,0,0,0,0,0,0,0,0,0,0,4
,Olney,3003,95,24,19,52,23,4,19,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0,8,0,0,1,1,0,0,0,6,2,0,1,1,49,41,8,0,0,0,0,0,1,0,0,0,0,1
,Onalaska,3276,223,80,93,50,75,14,55,6,0,0,0,0,0,0,0,1,4,3,1,0,0,0,0,1,0,11,6,17,0,0,9,3,4,1,0,0,1,0,33,0,0,6,10,2,4,0,11,15,0,1,2,44,44,0,0,0,0,0,0,0,0,0,0,0,4
,Orange,18978,833,226,433,174,204,67,117,20,2,2,0,0,0,0,0,3,17,12,0,0,5,0,0,2,0,87,7,71,0,0,42,15,17,1,1,3,5,0,161,1,1,16,4,0,36,1,102,56,7,0,3,132,132,0,0,0,0,0,0,2,0,0,0,0,37
,Overton,2306,104,34,38,32,32,3,28,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,7,0,10,0,0,0,0,0,0,0,0,0,0,18,0,0,1,1,0,1,0,15,3,0,0,0,26,24,2,0,0,0,0,0,0,0,0,0,0,6
,Ovilla,4440,43,11,26,6,11,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,7,3,2,0,0,0,2,0,12,1,0,1,6,0,2,1,1,2,0,0,0,5,3,2,0,0,0,0,0,0,0,0,0,0,1
,Oyster Creek,1210,67,32,32,3,31,1,27,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,12,2,6,0,0,5,1,3,1,0,0,0,0,4,0,0,0,2,0,1,0,1,1,1,1,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0
,Palacios,4336,165,38,105,22,37,15,5,17,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,13,2,27,0,0,2,2,0,0,0,0,0,0,50,0,0,3,0,1,11,0,35,9,1,0,0,20,12,8,0,0,0,0,0,0,1,0,1,0,1
,Palestine,19190,1025,341,432,252,310,61,194,55,1,1,0,0,1,0,1,5,24,16,3,0,5,0,0,8,0,49,15,51,0,3,51,26,25,0,0,0,0,0,227,3,0,18,2,1,25,0,178,21,5,2,1,223,210,13,0,0,0,0,0,4,1,0,1,0,23
,Palmer,2522,53,11,29,13,9,0,9,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,2,3,7,0,0,2,0,1,0,0,0,1,0,6,0,0,2,0,0,0,0,4,8,0,1,0,13,12,1,0,0,0,0,0,0,0,0,0,0,0
,Palmhurst,2586,272,17,240,15,16,1,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,11,0,0,0,0,0,0,0,0,0,0,223,0,0,0,0,0,2,0,221,1,2,0,0,12,5,7,0,0,0,0,0,0,0,0,0,0,3
,Palmview,15877,564,200,306,58,195,47,116,32,0,0,0,0,0,0,0,3,2,2,0,0,0,0,0,1,0,55,5,64,0,0,7,7,0,0,0,0,0,0,135,0,0,3,1,0,2,1,128,34,5,0,0,55,51,4,0,0,0,0,0,0,0,0,0,0,3
,Pampa,16500,982,315,521,146,297,69,174,54,1,1,0,0,0,0,0,3,14,9,1,0,4,0,0,3,0,69,26,108,0,0,26,0,25,1,0,0,0,0,271,0,0,6,0,0,39,1,225,17,1,0,0,137,64,73,0,0,0,0,0,2,0,0,0,0,7
,Pantego,2472,104,19,70,15,15,12,3,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,8,3,7,0,0,1,0,0,1,0,0,0,0,44,0,0,0,0,0,6,0,38,5,0,2,0,11,11,0,0,0,0,0,0,0,0,0,0,0,4
,Paris,24793,2087,845,962,280,803,113,518,172,1,1,0,0,0,0,0,4,37,21,4,1,11,0,0,3,0,140,38,174,4,0,108,31,46,0,1,2,27,1,442,1,0,128,15,0,115,12,171,40,12,1,8,217,190,27,1,1,0,0,0,3,0,0,0,0,51
,Parker,6367,83,23,50,10,23,1,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,12,0,0,20,7,1,12,0,0,0,0,16,0,0,0,0,0,2,0,14,0,0,0,0,9,3,6,0,0,0,0,0,0,0,0,0,0,1
,Pasadena,145850,9373,2919,5574,880,2733,633,1596,504,12,11,1,0,0,0,0,8,166,116,16,1,33,0,0,11,0,443,130,916,0,6,313,40,121,93,0,0,59,0,2746,2,4,607,36,11,775,240,1071,876,133,0,2,568,540,28,0,0,0,0,0,25,3,1,1,1,282
,Patton Village,1883,88,24,26,38,23,7,14,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,1,5,0,0,3,2,0,1,0,0,0,0,10,0,0,3,1,0,2,0,4,3,0,1,1,30,28,2,0,0,0,0,0,1,0,0,0,0,6
,Payne Springs,753,6,1,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Pearland,127433,5508,1120,3007,1381,1074,84,891,99,2,2,0,0,0,0,0,7,37,19,2,2,14,0,0,2,0,134,89,251,3,4,492,167,110,3,0,3,208,1,1842,3,1,935,63,1,360,137,342,131,29,30,20,1228,620,608,0,0,0,0,0,19,6,5,1,0,108
,Pearsall,8926,288,93,181,14,92,25,62,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,47,5,63,0,0,3,0,1,1,0,1,0,0,49,0,0,9,1,0,2,0,37,13,1,0,0,11,9,2,0,0,0,0,0,1,0,0,0,0,2
,Pecos,10335,231,96,106,29,91,76,10,5,1,1,0,0,0,0,0,0,4,3,0,0,1,0,0,0,0,11,5,24,0,0,6,1,2,0,0,3,0,0,52,25,1,0,0,1,11,1,13,7,1,0,1,24,21,3,0,0,0,0,0,1,2,1,1,0,1
,Penitas,6278,126,43,82,1,41,9,31,1,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,4,0,10,0,0,6,2,2,0,0,1,1,0,52,2,1,27,3,0,1,2,16,2,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,Perryton,7994,178,73,82,23,62,24,31,7,0,0,0,0,0,0,0,5,6,4,0,1,1,0,0,0,0,11,3,26,0,0,0,0,0,0,0,0,0,0,41,0,0,13,0,0,1,0,27,1,0,0,2,20,11,9,0,0,0,0,0,0,0,0,0,0,1
,Petersburg,971,3,3,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Pflugerville,65599,2658,409,1589,660,372,74,272,26,1,1,0,0,0,0,0,2,34,25,4,0,5,0,0,0,1,72,16,281,14,1,99,34,58,2,0,0,0,5,947,0,0,96,6,0,260,12,573,133,23,2,0,581,333,248,0,0,0,0,0,11,11,11,0,0,57
,Pharr,80359,3386,1060,1767,559,975,147,739,89,2,2,0,0,0,0,0,15,68,27,2,2,37,0,0,2,0,180,13,298,3,2,210,62,42,105,0,1,0,0,945,6,2,117,18,0,346,34,422,87,21,6,6,506,339,167,0,0,0,0,0,12,0,0,0,0,35
,Pilot Point,5142,137,39,72,26,36,3,32,1,0,0,0,0,0,0,0,0,3,0,1,0,2,0,0,1,0,6,4,8,0,1,12,7,3,0,0,0,2,0,32,0,0,0,0,0,6,0,26,6,1,1,0,17,17,0,0,0,0,0,0,2,0,0,0,0,7
,Pinehurst,2199,67,15,50,2,15,11,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,11,0,0,13,5,3,4,0,1,0,0,18,1,1,4,0,0,2,1,9,3,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
,Pineland,903,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,Pittsburg,4465,167,42,81,44,40,13,21,6,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,2,0,11,2,14,0,0,7,1,5,1,0,0,0,0,30,0,0,2,1,0,14,0,13,15,0,0,1,30,30,0,0,0,0,0,0,0,0,0,0,0,13
,Plainview,19335,1111,272,699,140,256,45,209,2,0,0,0,0,0,0,0,0,16,2,5,7,2,0,0,1,0,63,50,187,0,0,62,9,39,6,0,1,7,0,292,2,2,56,7,1,51,5,168,37,6,1,0,120,93,27,0,0,0,0,0,8,0,0,0,0,12
,Plano,291140,12473,2228,7563,2682,2055,282,1513,260,4,3,1,0,0,0,0,34,135,52,26,23,34,0,0,13,0,506,206,93,75,92,2023,674,356,25,4,310,647,7,3816,14,8,1131,504,4,924,483,748,554,96,89,3,2327,1059,1268,2,0,0,2,0,58,90,16,4,70,202
,Pleasanton,11169,762,182,393,187,173,9,139,25,1,1,0,0,0,0,0,0,8,3,1,1,3,0,0,0,0,26,9,105,0,0,23,3,16,4,0,0,0,0,203,4,0,46,11,0,30,3,109,21,0,6,4,164,86,78,0,0,0,0,0,0,0,0,0,0,19
,Ponder,2655,19,8,10,1,5,0,2,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,1,0,6,2,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,Port Aransas,3468,538,150,250,138,142,10,113,19,0,0,0,0,0,0,0,0,8,5,0,0,3,0,0,0,0,11,3,40,0,0,10,6,3,0,0,0,1,0,136,1,0,15,13,0,35,1,71,49,1,0,0,102,37,65,0,0,0,0,0,0,0,0,0,0,36
,Port Arthur,55371,3252,1214,1444,594,1143,323,711,109,8,7,1,0,0,0,0,7,56,40,3,2,11,0,0,1,1,256,32,255,1,1,99,25,47,2,0,0,22,3,558,2,1,117,20,2,200,20,196,177,63,0,1,518,411,107,4,3,0,1,0,5,2,0,0,2,64
,Port Isabel,5152,419,90,185,144,87,10,72,5,0,0,0,0,0,0,0,0,3,2,0,0,1,0,0,1,0,11,3,23,0,0,14,3,8,2,0,1,0,0,123,0,1,11,0,0,4,0,107,8,0,2,0,135,38,97,0,0,0,0,0,1,0,0,0,0,8
,Portland,20345,882,234,437,211,225,19,195,11,1,0,1,0,0,0,0,1,7,3,0,0,4,0,0,1,0,24,13,50,2,2,57,16,20,15,0,6,0,0,271,1,0,144,1,0,56,23,46,15,2,0,0,176,122,54,0,0,0,0,0,4,0,0,0,0,31
,Port Lavaca,11137,341,99,170,72,78,19,35,24,1,0,1,0,0,0,0,1,19,13,0,0,6,0,0,0,0,27,8,25,0,0,14,3,6,4,0,0,0,1,84,0,0,7,1,0,10,0,66,9,2,1,0,63,52,11,0,0,0,0,0,2,1,1,0,0,6
,Port Neches,13582,434,201,187,46,188,35,126,27,1,1,0,0,0,0,0,1,11,7,0,0,4,0,0,0,0,15,14,40,0,0,31,24,6,1,0,0,0,0,82,0,0,1,0,0,17,0,64,3,1,1,0,36,36,0,0,0,0,0,0,0,0,0,0,0,10
,Poteet,3024,85,16,55,14,16,1,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,6,0,0,0,0,0,0,0,0,0,0,29,0,0,2,6,0,8,0,13,6,0,4,0,14,12,2,0,0,0,0,0,0,0,0,0,0,0
,Poth,1955,32,7,12,13,7,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,3,0,0,0,0,0,3,0,5,0,0,0,0,0,3,0,2,0,0,0,0,13,6,7,0,0,0,0,0,0,0,0,0,0,0
,Prairie View ,8535,179,46,122,11,42,11,31,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,29,1,51,0,0,2,1,1,0,0,0,0,0,31,0,0,2,0,0,3,0,26,6,0,2,0,4,3,1,0,0,0,0,0,0,0,0,0,0,7
,Premont,2419,42,26,11,5,26,10,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,1,1,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,1
,Presidio,3133,9,7,0,2,5,3,2,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
,Primera,5298,74,25,16,33,24,3,21,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,6,0,9,0,0,0,0,30,30,0,0,0,0,0,0,0,0,0,0,0,3
